2.422486977754946622e+02,2.108396383016474829e+01
2.218054799717535843e+02,2.295802283137606992e+01
2.035753376045014988e+02,2.050966848880716498e+01
1.977897548364205988e+02,2.481801035207877248e+01
2.083004292070178280e+02,4.272004220406290642e+01
2.053975631683715619e+02,2.501107738601399433e+01
2.534504523060054737e+02,2.304349339488283022e+01
2.291756599438254227e+02,4.456829032525376988e+01
2.282303079522276335e+02,5.142143958446604302e+01
2.497613433487650241e+02,4.021691500294696198e+01
2.483217536215440191e+02,4.554880471839646816e+01
2.493048903201950282e+02,4.291403364901952955e+01
2.543806591056048489e+02,4.517636968323029123e+01
2.554908815356730258e+02,5.974181744260897631e+01
1.009179344902560587e+02,3.826188008698977683e+01
8.088139097583027137e+01,4.811149237579434157e+01
9.670747516366532182e+01,4.270647340576715578e+01
9.887688510889736904e+01,6.422527736806046050e+01
9.484560284135217501e+01,7.576542850515102145e+01
1.033433186018769732e+02,7.741391222051811383e+01
1.162005801106108436e+02,9.568721586330320861e+01
1.240679969319199927e+02,9.456666545160783244e+01
1.146945436377794323e+02,1.147189909268838619e+02
1.176417184598527683e+02,6.931719734332409644e+01
1.192705856818891732e+02,7.782248758184618964e+01
1.127959904680909062e+02,6.289658472358053132e+01
1.244006939363351165e+02,6.835795479618013815e+01
1.105065106859996860e+02,3.867821529649188506e+01
1.106507710120247765e+02,4.516288137792241741e+01
1.151786416676047082e+02,4.408173043976796635e+01
1.186880346044114702e+02,4.751625053454029057e+01
1.190994415369617769e+02,2.452570685922614757e+01
1.431614999973431281e+02,4.116478804833047889e+01
1.450496151315393547e+02,2.988276454962249318e+01
1.159708532452937106e+02,4.903339980374289553e+01
1.353889104542908228e+02,2.726967261297545519e+01
1.350671133034758213e+02,4.443447605048345395e+01
1.397554170222226446e+02,4.287936625211625596e+01
2.546082674521744025e+02,1.043457901318337235e+02
2.455233339411159363e+02,1.038586540285266437e+02
2.392738472163738379e+02,1.122215672662317729e+02
2.513561974942767847e+02,1.142581635068951300e+02
2.420863931353821101e+02,1.160556607955411437e+02
2.275414958749904883e+02,1.075762154040392033e+02
2.198960976373343499e+02,1.095462931379689735e+02
2.305901677425528078e+02,1.168023214806993337e+02
2.361078065516140896e+02,1.212386287871746617e+02
2.319215232863735139e+02,1.212288840693861403e+02
2.373744666265756962e+02,1.245762534116528286e+02
2.290446132148458673e+02,1.249453753151115052e+02
2.185749200559366727e+02,1.218281596628550005e+02
2.241854213035006751e+02,1.217717401753294553e+02
2.435898049335454800e+02,5.011699652428433183e+01
2.457146269142656934e+02,6.659796580269937749e+01
2.422629872327351848e+02,7.798654458060366323e+01
2.522630581619478960e+02,6.520300905383862755e+01
2.506906339327402975e+02,8.566968009212882862e+01
2.347020407125273778e+02,6.684443352156154106e+01
2.222585853870990888e+02,8.853631266493516705e+01
2.327720796219077215e+02,9.747740601512043668e+01
2.350346459803083121e+02,7.375253677485159187e+01
2.308714053394583914e+02,7.301207034358571946e+01
2.329031516525925838e+02,9.106214732030673531e+01
2.135071808594043148e+02,5.725936785168380538e+01
2.204695882271602159e+02,6.125840376031226242e+01
2.157250607124808539e+02,6.354650439109241233e+01
2.219708001496342149e+02,6.734330645907834878e+01
2.132649556991545978e+02,6.644591449141410067e+01
2.128198332899082459e+02,7.052577536756109566e+01
2.006918334977882523e+02,7.338041847126783068e+01
2.090126289679288050e+02,7.605353396210932715e+01
1.949916883547282680e+02,8.428689902042185622e+01
1.984735015532614568e+02,8.683899012372341986e+01
1.910607025928498501e+02,8.717637967596022008e+01
1.859613219406437565e+02,8.594111393674461397e+01
1.822308962077668468e+02,8.261789099894122046e+01
1.822739927342136355e+02,7.506427206169928468e+01
1.895210578353482163e+02,7.588792582663029407e+01
1.864205157581728258e+02,6.348833551248731055e+01
1.912244508286955238e+02,6.875821224093590445e+01
1.893824355752852000e+02,6.498091549606385797e+01
1.925612790683711069e+02,6.426105343721781082e+01
1.969060298717081992e+02,5.762073639644427203e+01
1.881229979581930820e+02,5.524549291508571969e+01
1.928524408414840821e+02,5.737250138935928589e+01
1.841254185789507289e+02,5.785284060376602611e+01
1.960231000227022662e+02,4.590368651238929942e+01
1.948289584743600074e+02,4.318260986440964189e+01
1.904664613536091906e+02,3.940577241216976745e+01
1.938857374523624628e+02,4.658434845393060186e+01
1.829686554916897592e+02,3.097349978459237718e+01
1.825200051757941537e+02,3.368762068288526734e+01
1.861253809506879122e+02,3.346865036111307745e+01
1.856964045768558833e+02,3.637984818117399755e+01
1.804858098355403229e+02,2.148309212886215391e+01
1.759319459407775526e+02,3.901331556271043155e+01
1.806767799084297224e+02,3.998720050604356402e+01
1.772432330041058890e+02,3.117517841726328243e+01
1.746020185099692128e+02,4.327322404492736041e+01
2.076135355464855365e+02,1.140141560438821671e+02
2.055973347097433077e+02,1.198011035104125313e+02
2.017977070790617802e+02,1.182396085025152388e+02
1.943642626982154979e+02,1.174616638783800227e+02
2.045597990855900150e+02,1.073259641157853821e+02
1.914921469602940363e+02,1.130724519879790932e+02
1.858529809654383769e+02,1.236058401651283702e+02
1.881843173115335333e+02,1.187196200321948254e+02
1.848099022378368659e+02,1.172060348385082307e+02
1.778602584564248730e+02,1.133410840837465230e+02
1.707330282278360869e+02,1.158526360372474073e+02
1.655368660243901502e+02,1.156370055694941357e+02
1.819770435773229735e+02,1.019959643293644831e+02
1.876353266221160823e+02,1.007137857336160778e+02
1.925509823133164673e+02,9.923314586858248276e+01
