1.456484738672079402e+02,2.354597238607527743e+02
1.488410004337788450e+02,2.381637386138718284e+02
1.507431400091222713e+02,2.310432476413639620e+02
1.521964059036397430e+02,2.289414894038152397e+02
1.367912873596696954e+02,2.374782139445312623e+02
1.403093553637686455e+02,2.380466972985275902e+02
1.380133799231061857e+02,2.324364220035894846e+02
1.374810150944622364e+02,2.282027115080854855e+02
1.244543021412906683e+02,2.283308914139894341e+02
1.399989876555143837e+02,2.410810433308044480e+02
1.209837180126488647e+02,2.269684003320928127e+02
1.182547210623008596e+02,2.264792846062330796e+02
1.162647648308919770e+02,2.242597559323467635e+02
1.271684947325909434e+02,2.184102431810374583e+02
1.300464477305507671e+02,2.187169702803587938e+02
1.296315952918132552e+02,2.228860756555565672e+02
1.403104228401244882e+02,2.192958829667323357e+02
1.351427158218961040e+02,2.173942892155381514e+02
1.452734895094824878e+02,2.233885744891979357e+02
1.464058189791880977e+02,2.089003240242470838e+02
1.531929044661015951e+02,2.114880616128076554e+02
1.528424597073653786e+02,2.155555366464844838e+02
1.586517932610087200e+02,2.192106335769152565e+02
1.047300380416603502e+02,2.199676811692879710e+02
1.494677282941828480e+02,2.192143278380673337e+02
1.063532311085131141e+02,2.151951587806326529e+02
1.152169906055454476e+02,2.050351748436289654e+02
1.164129544535077230e+02,1.981572438887083649e+02
1.119223885915353094e+02,1.977720967058953079e+02
1.007634157593959117e+02,2.059791393870698357e+02
1.274950357004250918e+02,1.982473506245429462e+02
9.652921694668737018e+01,2.070991482465390732e+02
1.282036372903233996e+02,1.866185240729653287e+02
1.330648415165330789e+02,1.893487501035737068e+02
1.282476506219527437e+02,1.819299144200599585e+02
1.551906938902794764e+02,2.067911339789404224e+02
1.568874817872775793e+02,2.063790198733228749e+02
1.597968813358420448e+02,2.062678413860476212e+02
1.643835217952339462e+02,2.041544741776814931e+02
1.604864285099361041e+02,1.985436354033726616e+02
1.701124428374170066e+02,1.951895662056779770e+02
1.694773772381515755e+02,1.835934977693319752e+02
1.644488587208841182e+02,1.842607635422871795e+02
1.534518275136229022e+02,1.877501585445277783e+02
1.126158156937023023e+02,1.813184617132244512e+02
1.159492947362558652e+02,1.859096134831718814e+02
1.189813502715188633e+02,1.812045709902581052e+02
9.653669721488915911e+01,1.965918225820283283e+02
9.302956747650807756e+01,1.934587896242088050e+02
9.386435367589035650e+01,1.998467161861430554e+02
1.040062624871715116e+02,1.892199744112674580e+02
1.048735174751947170e+02,1.922560843969338293e+02
6.237767752768093033e+01,1.848683828056849734e+02
6.917584582943993610e+01,1.830160490170329126e+02
6.498064442392410456e+01,1.802806728393401272e+02
7.345983152244582470e+01,1.855727452555165655e+02
8.391951738921545711e+01,1.890442979942749844e+02
8.133123258944647205e+01,1.918368594464624266e+02
